"domain";"phylum";"class";"order";"family";"genus";"species"
"OTU_10703";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_10704";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_10705";"Bacteria";"Desulfobacterota";"Desulfomonilia";"Desulfomonilales";"Desulfomonilaceae";"Desulfomonile";NA
"OTU_10706";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_10708";"Bacteria";"Verrucomicrobiota_A";"Chlamydiia";"Parachlamydiales";"Rhabdochlamydiaceae";NA;NA
"OTU_1071";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";NA;NA
"OTU_10719";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_10720";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_10722";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Nevskiales";"Nevskiaceae";"Nevskia";NA
"OTU_1073";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Novosphingobium";NA
"OTU_10736";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";"Phenylobacterium";NA
"OTU_1074";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10745";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_10748";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";"Methylovulum";NA
"OTU_1075";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA;NA
"OTU_10756";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Nakamurellaceae";"Nakamurella";NA
"OTU_10757";"Bacteria";"Deinococcota";"Deinococci";"Deinococcales";"Deinococcaceae";"Deinococcus";NA
"OTU_10758";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_1076";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_10778";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";NA;NA
"OTU_10779";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Winogradskyella";NA
"OTU_1078";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Bosea";NA
"OTU_10780";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Methylomirabilales";"2-02-FULL-66-22";"2-02-FULL-66-22";NA
"OTU_10781";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10782";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10783";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";NA;NA
"OTU_10791";"Bacteria";"Desulfobacterota";"Desulfobulbia";"Desulfobulbales";"Desulfocapsaceae";"Desulforhopalus";NA
"OTU_10793";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_10795";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_108";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_10804";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"SCN-69-37";"SCN-69-37";NA
"OTU_10805";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_10807";"Bacteria";"Desulfobacterota_B";"Binatia";"UBA9968";"UBA9968";NA;NA
"OTU_10808";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"UBA1565";"UBA9628";"UBA9628";NA
"OTU_10809";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10814";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_10815";"Bacteria";"Omnitrophota";"Koll11";"GIF10";"UBA6249";NA;NA
"OTU_10816";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Erythrobacter";NA
"OTU_10817";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10826";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_10827";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_10828";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_10829";"Bacteria";"Desulfobacterota";"BSN033";"SM23-61";"SM23-61";"SM23-61";NA
"OTU_10837";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA6906";NA;NA
"OTU_10838";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";"Gemmata";NA
"OTU_10843";"Bacteria";"Chloroflexota";"Ktedonobacteria";"Ktedonobacterales";"Ktedonobacteraceae";"CF-154";NA
"OTU_10844";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_10848";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_10849";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_10858";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA10030";"Fen-1298";NA
"OTU_10859";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_1086";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10860";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_10865";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Koribacteraceae";NA;NA
"OTU_10866";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10867";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_10875";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_10877";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_10878";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella";NA
"OTU_10879";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rickettsiales";"Arcanobacteraceae";"Arcanobacter";NA
"OTU_1088";"Bacteria";"Dormibacterota";"Dormibacteria";"Dormibacterales";"Dormibacteraceae";"40CM-4-65-16";NA
"OTU_10890";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";NA;NA
"OTU_10891";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";NA;NA
"OTU_10892";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA5272";"UBA11704";NA
"OTU_10899";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Massilia";NA
"OTU_109";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"Nanopelagicaceae";"Planktophila";NA
"OTU_1090";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_10904";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Gallionellaceae";NA;NA
"OTU_10905";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_10916";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_10920";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Palsa-1439";"Palsa-1439";"Palsa-1439";NA
"OTU_10926";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";NA;NA
"OTU_10928";"Bacteria";"Eisenbacteria";"RBG-16-71-46";"SZUA-252";"SZUA-252";"WS-7";NA
"OTU_10929";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_1093";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_10930";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";NA;NA
"OTU_10931";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";"Sulfitobacter";NA
"OTU_10932";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Palsa-1439";"Palsa-1439";"Palsa-1439";NA
"OTU_10941";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Micrococcaceae";"Rothia";NA
"OTU_10943";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_1095";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_10955";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_1096";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Sphingobium";NA
"OTU_10969";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_10970";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";NA;NA
"OTU_10978";"Bacteria";"Acidobacteriota";"Holophagae";"Holophagales";"Holophagaceae";NA;NA
"OTU_10979";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Mycobacteriaceae";"Mycobacterium";NA
"OTU_10980";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Palsa-1150";NA
"OTU_10981";"Bacteria";"Omnitrophota";"Koll11";"2-02-FULL-51-18";"2-02-FULL-51-18";"20-14-0-80-50-8";NA
"OTU_10984";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"UBA9655";"UBA9655";"UBA9655";NA
"OTU_10994";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"UBA5272";"UBA11704";NA
"OTU_11";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_110";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_1100";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_1102";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";"UBA7541";NA
"OTU_11023";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"RAAP-2";"RAAP-2";NA
"OTU_11024";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"SZUA-254";NA;NA
"OTU_11025";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"UBA1565";"UBA9628";"UBA9628";NA
"OTU_11026";"Bacteria";"Patescibacteria";"UBA1384";"2-12-FULL-50-11";"2-12-FULL-50-11";"2-12-FULL-50-11";NA
"OTU_11027";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_1103";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_11030";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA10450";NA;NA
"OTU_11036";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Mycobacteriaceae";"Mycobacterium";NA
"OTU_11037";"Bacteria";"Myxococcota";"Myxococcia";"Myxococcales";"Myxococcaceae";"RPRB01";NA
"OTU_11038";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_11039";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";NA;NA
"OTU_1104";"Bacteria";"Firmicutes_A";"Clostridia";"Clostridiales";"Clostridiaceae";NA;NA
"OTU_11054";"Bacteria";"Acidobacteriota";"UBA6911";"UBA6911";"UBA6911";"Gp18-AA60";NA
"OTU_11063";"Bacteria";"Cyanobacteria";"Cyanobacteriia";"Cyanobacteriales";"Nostocaceae";NA;NA
"OTU_11074";"Bacteria";"Desulfobacterota";"Syntrophobacteria";"Syntrophobacterales";"Syntrophobacteraceae";NA;NA
"OTU_11075";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Enterobacterales";"Enterobacteriaceae";"Cronobacter";NA
"OTU_11088";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Polynucleobacter";NA
"OTU_1109";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Micrococcaceae";NA;NA
"OTU_11096";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_111";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"UBA6821";"UBA6821";NA
"OTU_1110";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Beijerinckiaceae";"Roseiarcus";NA
"OTU_11106";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_11107";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_11109";"Bacteria";"Elusimicrobiota";"Elusimicrobia";"Elusimicrobiales";"UBA9959";"UBA9959";NA
"OTU_1111";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"UBA10416";"UBA10416";NA
"OTU_11111";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"SAR86";"D2472";"D2472";NA
"OTU_1112";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";NA;NA
"OTU_11120";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Gaiellales";"Gaiellaceae";"Fen-549";NA
"OTU_11128";"Bacteria";"Armatimonadota";"Fimbriimonadia";"Fimbriimonadales";"Fimbriimonadaceae";NA;NA
"OTU_11129";"Bacteria";"Planctomycetota";"Planctomycetes";"Isosphaerales";"Isosphaeraceae";"Paludisphaera";NA
"OTU_11130";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Opitutus";NA
"OTU_11134";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_11135";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";"UBA7541";NA
"OTU_11136";"Bacteria";"Acidobacteriota";"Holophagae";"Holophagales";"Holophagaceae";"Holophaga";NA
"OTU_11138";"Bacteria";"Actinobacteriota";"Acidimicrobiia";"Acidimicrobiales";"RAAP-2";"RAAP-2";NA
"OTU_1114";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_11140";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Caulobacterales";"Caulobacteraceae";NA;NA
"OTU_11141";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Palsa-1439";"Palsa-1439";"Palsa-1439";NA
"OTU_11150";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_11151";"Bacteria";"Actinobacteriota";"Thermoleophilia";"Solirubrobacterales";"Solirubrobacteraceae";NA;NA
"OTU_11152";"Bacteria";"Bdellovibrionota";"Bdellovibrionia_A";"UBA1018";"UBA1018";NA;NA
"OTU_11153";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"CSP1-4";NA;NA
"OTU_1116";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_11162";"Bacteria";"CSP1-3";"CSP1-3";"CSP1-3";"NP-7";"NP-7";NA
"OTU_1117";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Duganella";NA
"OTU_11177";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"UBA2999";"Gp6-AA56";NA
"OTU_11178";"Bacteria";"Actinobacteriota";"Actinomycetia";"Nanopelagicales";"S36-B12";"S36-B12";NA
"OTU_11179";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_11180";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"UBA6906";NA;NA
"OTU_11182";"Bacteria";"Omnitrophota";"Koll11";"UBA6215";"UBA6215";"2-02-FULL-50-19";NA
"OTU_11185";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_11186";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";"Acidisphaera";NA
"OTU_11187";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_11196";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Microbacteriaceae";NA;NA
"OTU_11197";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"VadinHA17";"LD21";NA
"OTU_11199";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";NA;NA
"OTU_112";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodobacterales";"Rhodobacteraceae";NA;NA
"OTU_1120";"Bacteria";"Planctomycetota";"Planctomycetes";"Planctomycetales";"Planctomycetaceae";"SXKJ01";NA
"OTU_11200";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_11202";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Polynucleobacter";NA
"OTU_11209";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";NA;NA
"OTU_11211";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Pedobacter";NA
"OTU_11212";"Bacteria";"Campylobacterota";"Campylobacteria";"Campylobacterales";"Sulfurimonadaceae";"Sulfurimonas";NA
"OTU_11213";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";NA;NA
"OTU_11215";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Methylococcales";"Methylomonadaceae";NA;NA
"OTU_11216";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Xanthomonadales";"Xanthomonadaceae";NA;NA
"OTU_11223";"Bacteria";"Firmicutes_B";"Syntrophomonadia";"Thermacetogeniales";"Palsa-1188";"Palsa-1188";NA
"OTU_11224";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_11225";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_11227";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";"Erythrobacter";NA
"OTU_1123";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"UBA953";"UBA953";NA
"OTU_11239";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Spirosomaceae";"Rudanella";NA
"OTU_11256";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"UBA8621";NA
"OTU_1126";"Bacteria";"Patescibacteria";"ABY1";"BM507";"UBA12465";"UBA12465";NA
"OTU_11269";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_1127";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Gallionellaceae";"Gallionella";NA
"OTU_11270";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Solirubrum";NA
"OTU_11271";"Bacteria";"Chloroflexota";"Ellin6529";"CSP1-4";"CSP1-4";"GWC2-73-18";NA
"OTU_11273";"Bacteria";"Patescibacteria";"Paceibacteria";"UBA9983";"Zambryskibacteraceae";"C7867-006";NA
"OTU_11274";"Bacteria";"Planctomycetota";"Planctomycetes";"Gemmatales";"Gemmataceae";"F1-60-MAGs120";NA
"OTU_11275";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_11288";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";"Palsa-1150";NA
"OTU_11289";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"UBA9655";"UBA9655";"UBA9655";NA
"OTU_11290";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_11291";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_11295";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Bryobacterales";"Bryobacteraceae";"Bog-159";NA
"OTU_11297";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";"Ferruginibacter";NA
"OTU_11298";"Bacteria";"Nitrospirota";"Nitrospiria";"Nitrospirales";"NS-4";"SCTG01";NA
"OTU_1130";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Reyranellales";"Reyranellaceae";"Reyranella";NA
"OTU_11306";"Bacteria";"Acidobacteriota";"Acidobacteriae";"Acidobacteriales";"Acidobacteriaceae";"Terracidiphilus";NA
"OTU_1131";"Bacteria";"Bacteroidota";"Bacteroidia";"Cytophagales";"Hymenobacteraceae";"Hymenobacter";NA
"OTU_11311";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Rhodocyclaceae";"Sulfurisoma";NA
"OTU_11313";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"UBA6082";NA
"OTU_11314";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Pedosphaerales";"Pedosphaeraceae";"UBA6082";NA
"OTU_11327";"Bacteria";"Bacteroidota";"Bacteroidia";"Sphingobacteriales";"Sphingobacteriaceae";"Mucilaginibacter";NA
"OTU_11328";"Bacteria";"Bacteroidota";"UBA10030";"UBA10030";"SZUA-254";NA;NA
"OTU_11329";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Methylomirabilales";"2-02-FULL-66-22";"2-02-FULL-66-22";NA
"OTU_11331";"Bacteria";"Myxococcota";"Polyangia";"Polyangiales";"Polyangiaceae";NA;NA
"OTU_11334";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Sphingomonadales";"Sphingomonadaceae";NA;NA
"OTU_11349";"Bacteria";"Firmicutes";"Bacilli";"Paenibacillales";"Paenibacillaceae";NA;NA
"OTU_1136";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";"Undibacterium";NA
"OTU_11364";"Bacteria";"Bdellovibrionota";"Bdellovibrionia";"Bdellovibrionales";"Bdellovibrionaceae";"21-14-0-10-47-8";NA
"OTU_11366";"Bacteria";"Dormibacterota";"Dormibacteria";"UBA8260";"UBA8260";"Palsa-851";NA
"OTU_11368";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhizobiales";"Xanthobacteraceae";NA;NA
"OTU_11369";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Chthoniobacterales";"Chthoniobacteraceae";"Chthoniobacter";NA
"OTU_1137";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Rhodospirillales";"Rhodospirillaceae";"SCTM01";NA
"OTU_11370";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Opitutus";NA
"OTU_1138";"Bacteria";"Acidobacteriota";"Acidobacteriae";"UBA7541";"UBA7541";"Palsa-189";NA
"OTU_11393";"Bacteria";"Eremiobacterota";"Eremiobacteria";"UBP12";"UBA5184";NA;NA
"OTU_11394";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_11395";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_11396";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Coxiellales";"Coxiellaceae";"2-02-FULL-42-43";NA
"OTU_1140";"Bacteria";"Bacteroidota";"Bacteroidia";"Flavobacteriales";"Flavobacteriaceae";"Flavobacterium";NA
"OTU_11408";"Bacteria";"Bacteroidota";"Bacteroidia";"Chitinophagales";"Chitinophagaceae";NA;NA
"OTU_1141";"Bacteria";"Actinobacteriota";"Actinomycetia";"Mycobacteriales";"Geodermatophilaceae";"Blastococcus";NA
"OTU_11417";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Palsa-1439";"Palsa-1439";"Palsa-1439";NA
"OTU_11428";"Bacteria";"Acidobacteriota";"Blastocatellia";"Pyrinomonadales";"Pyrinomonadaceae";"UBA11741";NA
"OTU_11429";"Bacteria";"Actinobacteriota";"Actinomycetia";"Actinomycetales";"Microbacteriaceae";NA;NA
"OTU_11430";"Bacteria";"Bacteroidota";"Bacteroidia";"Bacteroidales";"Prolixibacteraceae";"UBA6024";NA
"OTU_1144";"Bacteria";"Verrucomicrobiota";"Verrucomicrobiae";"Opitutales";"Opitutaceae";"Opitutus";NA
"OTU_11446";"Bacteria";"Methylomirabilota";"Methylomirabilia";"Rokubacteriales";"GWA2-73-35";NA;NA
"OTU_11447";"Bacteria";"Proteobacteria";"Alphaproteobacteria";"Acetobacterales";"Acetobacteraceae";NA;NA
"OTU_11450";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Burkholderiales";"Burkholderiaceae";NA;NA
"OTU_11451";"Bacteria";"Proteobacteria";"Gammaproteobacteria";"Legionellales";"Legionellaceae";NA;NA
"OTU_11459";"Bacteria";"Acidobacteriota";"Vicinamibacteria";"Vicinamibacterales";"SCN-69-37";"SCN-69-37";NA
"OTU_11460";"Bacteria";"Desulfobacterota_B";"Binatia";"Binatales";"Binataceae";"Binatus";NA
